Engelse naam/Food name,Hoeveelheid/Quantity,FAT (g),PROT (g),Carbohydrates (kcal),VITB1 (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),VITD (µg),VITE (mg),VITC (mg),VITA (µg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potassium (mg),Sodium (mg),Zinc (mg),food_group
Yoghurt semi-skimmed lactose free,per 100g,"1,5","4,5",42,"0,03","0,2","0,03","0,39",0,0,2.0,17.0,120.0,"0,1",12.0,88.0,142.0,40.0,"0,45",Dairy
Yoghurt drink Actimel fruit,per 100g,"1,5","2,7",72,"0,03","0,13","0,21","0,27","0,8",0,0.0,15.0,120.0,0,10.0,78.0,128.0,40.0,"0,29",Dairy
Pollock (Alaska) raw,per 100g,"0,7","16,4",72,"0,03","0,09","0,04","2,3",0,"0,9",0.0,0.0,12.0,"0,2",30.0,120.0,216.0,68.0,"0,4",Meat
Pollock (Alaska) steamed,per 100g,"1,2","27,4",120,"0,05","0,15","0,07","3,9",0,1,0.0,0.0,20.0,"0,3",49.0,201.0,360.0,114.0,"0,6",Meat
Prawns cooked,per 100g,"0,9","15,4",70,0,"0,05","0,03","2,3",0,"3,6",0.0,0.0,65.0,1,36.0,127.0,74.0,588.0,1,Meat
Pangasius raw,per 100g,"1,6","14,9",74,"0,02","0,06","0,12",1,"1,4","0,2",0.0,0.0,10.0,"0,1",29.0,166.0,293.0,204.0,"0,3",Meat
Rosti rounds frozen unprepared,per 100g,"7,3",2,178,"0,07","0,03","0,172",0,0,"0,6",17.0,0.0,9.0,"0,5",21.0,77.0,426.0,433.0,"0,37",Bread
Processed meat products low sodium,per 100g,"11,1","16,1",179,"0,25","0,15","0,27","0,93","0,4","0,4",9.0,12.0,14.0,"1,4",18.0,264.0,627.0,49.0,"2,5",Meat
Rice cake puffed plain wo salt,per 100g,3,"6,6",390,"0,34","0,03","0,17",0,0,"0,8",0.0,0.0,18.0,"0,9",132.0,324.0,303.0,3.0,2,Bread
Wheat bread wholemeal fine w pumpkin seeds,per 100g,"7,5","13,2",274,"0,11","0,07","0,107",0,0,"0,2",0.0,0.0,34.0,"2,7",123.0,313.0,289.0,347.0,"2,21",Bread
Wheat bread av brown and wholemeal ,per 100g,2,"10,5",235,"0,1","0,06","0,088",0,0,"0,2",0.0,0.0,32.0,"1,7",55.0,171.0,229.0,395.0,"1,2",Bread
Wheat bread av brown and wholemeal w seeds,per 100g,"7,1","11,9",275,"0,22","0,07","0,136",0,0,"1,7",0.0,0.0,43.0,"2,2",91.0,248.0,286.0,352.0,"1,9",Bread
Low fat margarine product Vita d'Or Goed begin,per 100g,38,0,347,"1,1","1,4","1,4","2,5","7,5",10,0.0,800.0,600.0,"0,1",2.0,23.0,42.0,132.0,0,Fats
Artichoke hearts canned,per 100g,"0,4","2,1",27,"0,37","0,08","0,038",0,0,"1,1",3.0,7.0,28.0,1,25.0,46.0,184.0,389.0,"0,39",Vegetables
Lettuce romaine raw,per 100g,"0,3","1,2",17,"0,07","0,07","0,074",0,0,"0,2",4.0,871.0,33.0,1,14.0,30.0,247.0,8.0,"0,23",Vegetables
Potato product natural precooked chilled,per 100g,"0,4","1,7",80,"0,06","0,01","0,241",0,0,"0,1",15.0,0.0,9.0,"0,4",19.0,42.0,312.0,80.0,"0,24",Bread
Frying oil,per 100g,100,0,900,0,0,0,0,0,"48,7",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Fats
Olives av in brine tinned/glass,per 100g,"11,6","0,9",122,"0,02","0,01","0,018",0,0,2,0.0,47.0,61.0,"2,1",31.0,16.0,76.0,1559.0,"0,2",Fruits
Low fat margarine 40% fat <17g sat fa fortified w vit E salted,per 100g,40,0,360,0,0,0,0,"7,5",20,0.0,800.0,10.0,"0,1",2.0,23.0,42.0,120.0,0,Fats
Melon cantaloupe,per 100g,"0,2","0,8",38,"0,04","0,02","0,072",0,0,"0,1",37.0,338.0,9.0,"0,2",12.0,15.0,267.0,16.0,"0,18",Fruits
Cooking fat liq Vita d'Or vlees&jus,per 100g,97,"0,3",878,0,0,0,0,"6,5","51,4",0.0,690.0,10.0,"0,1",2.0,23.0,42.0,228.0,0,Fats
Sauce chilli,per 100g,"0,3","0,3",149,"0,02","0,02","0,072",0,0,"0,3",27.0,13.0,5.0,"0,2",4.0,10.0,83.0,916.0,"0,09",Drop
Sauce garlic 30-<40% oil,per 100g,"36,2",1,378,"0,01","0,01","0,002","0,07","0,1",5,0.0,39.0,8.0,"0,2",2.0,17.0,45.0,654.0,"0,11",Drop
Roastbeef,per 100g,"5,1","27,2",156,"0,04","0,2","0,423","2,59","0,5","0,6",0.0,14.0,5.0,2,26.0,200.0,382.0,105.0,"5,6",Meat
Sauce bolognese ready made jar,per 100g,"5,3","4,3",101,"0,07","0,06","0,119","0,35","0,2","1,7",10.0,200.0,18.0,1,16.0,71.0,305.0,451.0,"1,07",Drop
Chocolate sprinkles extra dark,per 100g,"18,3","7,8",424,"0,02","0,05","0,018","0,21",0,"0,8",0.0,5.0,36.0,"8,1",119.0,184.0,845.0,7.0,"1,27",Drop
Marmalade,per 100g,"0,2","0,3",260,"0,01","0,01","0,013",0,0,"0,5",3.0,13.0,8.0,"0,4",4.0,9.0,69.0,45.0,"0,04",Drop
Soup instant powder,per 100g,"12,1","9,6",372,"0,05","0,02","0,06",0,0,"1,8",0.0,118.0,99.0,"1,3",28.0,211.0,782.0,4485.0,"0,7",Drop
Cocktail snacks based on corn Organix Goodies,per 100g,"13,7","8,2",452,"1,2","0,1","0,11",0,0,3,0.0,24.0,30.0,"1,3",18.0,82.0,210.0,39.0,"0,4",Drop
Chocolate flakes white,per 100g,14,"5,9",458,"0,06","0,24","0,05","0,58",0,"1,2",0.0,35.0,110.0,"4,4",64.0,158.0,347.0,88.0,"0,31",Drop
Syrup ginger,per 100g,"0,4",0,215,0,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,80.0,4.0,"0,05",Drop
Solid foamed candy 'schuimpje',per 100g,"0,1","2,1",366,0,0,0,0,0,0,0.0,0.0,6.0,"0,2",1.0,10.0,2.0,19.0,"0,07",Drop
Syrup apple-pear,per 100g,0,"1,1",253,"0,03","0,1","0,088",0,0,0,1.0,0.0,24.0,"3,1",82.0,86.0,599.0,30.0,"0,81",Drop
Cheese Feta,per 100g,"22,8","16,6",274,"0,04","0,21","0,07","1,1","0,5","0,4",0.0,226.0,360.0,"0,2",20.0,280.0,95.0,988.0,"0,9",Dairy
Yoghurt drink fortified w calcium,per 100g,0,"1,8",55,"0,02","0,12","0,02",0,0,0,0.0,1.0,118.0,0,8.0,51.0,112.0,41.0,"0,19",Dairy
Fruit drink w dairy w sugar and sweetener,per 100g,0,"0,1",32,0,0,0,0,0,"0,1",15.0,6.0,11.0,0,2.0,10.0,48.0,16.0,"0,02",Drop
Croquette oven meat frozen unprepared,per 100g,14,"8,1",247,"0,08","0,05","0,03","0,34",0,"3,5",0.0,4.0,13.0,1,16.0,71.0,110.0,506.0,"1,1",Drop
Sorbet,per 100g,"0,1","0,2",126,"0,03","0,1","0,023","0,13",0,0,2.0,12.0,54.0,"0,1",8.0,40.0,96.0,8.0,"0,48",Drop
Croquette bitterbal oven frozen unprepared,per 100g,"14,1","7,9",246,"0,08","0,05","0,03","0,34",0,"3,5",0.0,4.0,13.0,1,16.0,71.0,110.0,495.0,"1,1",Drop
Low fat margarine product Vita d'Or Bewust light,per 100g,30,0,270,0,0,2,0,"7,5","16,1",0.0,800.0,10.0,"0,1",2.0,23.0,42.0,12.0,0,Fats
Snack roll puff pastry w Dutch sausage Frikandel,per 100g,"21,2",8,327,"0,23","0,19","0,089","0,19","0,1","0,6",1.0,18.0,48.0,"1,1",17.0,106.0,116.0,524.0,"0,73",Drop
Focaccia,per 100g,"8,7","7,7",266,"0,21","0,08","0,13","0,08",0,"0,5",1.0,0.0,9.0,"0,5",12.0,39.0,128.0,507.0,"0,5",Bread
Salty puff pastry cocktail snacks,per 100g,27,10,501,"0,32","0,26","0,1",0,"0,1","0,1",0.0,162.0,15.0,"0,6",10.0,50.0,50.0,800.0,"0,32",Drop
Oil sesame,per 100g,"99,7","0,2",898,"0,01","0,07",0,0,0,"1,4",0.0,0.0,10.0,"0,1",0.0,0.0,20.0,2.0,0,Fats
Peanuts milkchocolate coated,per 100g,"39,1","16,1",568,"0,12","0,25","0,085","0,36",0,"3,1",1.0,40.0,122.0,"2,7",112.0,299.0,536.0,48.0,"1,93",Nuts
Toddler formula Kruidvat 4 p 100 ml,per 100ml,"2,8","1,5",68,"0,06","0,13","0,051","0,17","1,7","1,2",15.0,66.0,61.0,"1,2",6.0,37.0,78.0,22.0,"0,93",Drop
Toddler formula Kruidvat 5 p 100 ml,per 100ml,"1,9","1,2",51,"0,05","0,1","0,04","0,15","1,7","0,9",15.0,63.0,68.0,"1,1",4.0,34.0,60.0,17.0,"1,1",Drop
Breakfast cereal Honey pops Kellogg's,per 100g,1,5,389,"0,91","1,2","1,2","2,1","4,2","0,4",0.0,0.0,264.0,8,10.0,50.0,100.0,332.0,"0,2",Bread
Hemp seed,per 100g,"48,8","31,6",592,1,"0,29","0,6",0,0,"0,8",1.0,1.0,70.0,8,700.0,1650.0,1200.0,5.0,"9,9",Nuts
Mulberries raw,per 100g,"0,4","1,4",45,"0,03","0,1","0,05",0,0,"0,9",36.0,3.0,39.0,"1,9",18.0,38.0,194.0,10.0,"0,12",Fruits
Oil rapeseed,per 100g,"99,9",0,899,0,0,0,0,0,"18,9",0.0,0.0,0.0,"0,1",0.0,0.0,0.0,0.0,0,Fats
Mint fresh,per 100g,"0,7","3,8",49,"0,12","0,33","0,13",0,0,5,31.0,123.0,210.0,"9,5",80.0,75.0,260.0,15.0,"1,11",Drop
Oil palm,per 100g,"99,9",0,899,0,0,0,0,0,"28,8",0.0,0.0,0.0,"0,4",0.0,0.0,0.0,0.0,0,Fats
Coffee latte macchiato freshly made,per 100g,"2,5","2,5",46,"0,03","0,14","0,024","0,3",0,"0,1",0.0,28.0,94.0,"0,1",11.0,78.0,142.0,32.0,"0,35",Drop
Wheat bread wholemeal Tijger,per 100g,"2,2","10,8",238,"0,1","0,06","0,097",0,0,"0,2",0.0,0.0,34.0,"1,9",66.0,198.0,225.0,401.0,"1,42",Bread
Oil vegetable av,per 100g,"99,7","0,1",898,0,0,0,0,0,31,0.0,0.0,0.0,"0,1",0.0,0.0,0.0,0.0,0,Fats
Liquorice Dutch type sweet w foam,per 100g,"0,3","6,1",334,0,0,0,0,0,0,0.0,0.0,69.0,"1,8",18.0,16.0,158.0,63.0,"0,15",Drop
Wheat corn bread white w seeds,per 100g,"8,5","12,3",298,"0,22","0,07","0,107",0,0,"1,7",0.0,0.0,45.0,"1,8",73.0,198.0,211.0,368.0,"1,63",Bread
Wheat bread white av milk/water based w seeds,per 100g,"6,9","10,7",287,"0,19","0,07","0,09",0,0,"1,7",0.0,0.0,54.0,"1,5",60.0,175.0,191.0,368.0,"1,37",Bread
Potato product seasoned precooked chilled,per 100g,"0,4","1,7",80,"0,06","0,01","0,241",0,0,"0,1",15.0,0.0,9.0,"0,4",19.0,42.0,312.0,284.0,"0,24",Bread
Almonds w skin unsalted,per 100g,"53,4","25,4",622,"0,18","0,91","0,11",0,0,"25,8",0.0,0.0,248.0,3,232.0,416.0,668.0,2.0,"2,85",Nuts
Brazil nuts salted,per 100g,"67,1","14,3",687,"0,62","0,04","0,101",0,0,"6,6",1.0,0.0,160.0,"3,1",350.0,650.0,590.0,400.0,"4,06",Nuts
Tea vending machine w sugar,per 100g,0,0,15,0,0,"0,017",0,0,0,0.0,0.0,5.0,0,1.0,2.0,8.0,2.0,"0,01",Drop
Coffee from vending machine w sugar,per 100g,0,"0,2",16,"0,01","0,01",0,0,0,0,0.0,0.0,3.0,"0,2",6.0,0.0,75.0,1.0,"0,01",Drop
Soup tomato w noodles,per 100g,"0,6","0,8",24,"0,02","0,01","0,042",0,0,"0,4",8.0,53.0,8.0,"0,4",6.0,18.0,132.0,336.0,"0,16",Drop
Biscuit Liga Belvita ontbijtbiscuits,per 100g,"14,8","7,7",446,"0,25","0,1","0,06",0,0,4,0.0,0.0,300.0,5,148.0,300.0,213.0,417.0,"1,35",Drop
Frogs/mice fondant w chocolate,per 100g,"5,3",1,393,"0,01","0,01","0,002","0,04",0,"0,2",0.0,1.0,7.0,"0,5",13.0,19.0,52.0,49.0,"0,17",Drop
Juice fruit Healthy People Cranberry,per 100g,0,"0,1",49,"0,03","0,01","0,043",0,0,"0,9",6.0,5.0,11.0,"0,2",9.0,13.0,136.0,2.0,"0,07",Drop
Beer w fruit juice Radler alcohol free,per 100g,0,"0,2",34,0,0,"0,022","0,01",0,0,2.0,0.0,5.0,0,2.0,9.0,21.0,1.0,"0,01",Drop
"Rice white raw w candied fruit, nuts and seeds",per 100g,"15,1","7,9",385,"0,19","0,09","0,224",0,0,"4,1",0.0,15.0,39.0,"1,8",113.0,276.0,345.0,52.0,"2,62",Bread
Salad cheese,per 100g,"39,4",9,422,"0,03","0,1","0,015","0,73","0,1","4,7",0.0,131.0,275.0,"0,3",23.0,203.0,57.0,656.0,"1,26",Drop
Peach w skin,per 100g,"0,1",1,40,"0,02","0,04","0,02",0,0,0,31.0,19.0,7.0,"0,4",9.0,22.0,160.0,1.0,"0,1",Fruits
Fruit juice drink juice and water,per 100g,0,"0,2",22,"0,02","0,01","0,018",0,0,"0,1",6.0,1.0,8.0,"0,1",5.0,7.0,70.0,2.0,"0,03",Drop
Cake Dutch spiced ontbijtkoek w chocolate,per 100g,"3,3","2,8",316,"0,04","0,05","0,014","0,04","0,1","0,6",0.0,5.0,27.0,"0,9",19.0,107.0,151.0,207.0,"0,68",Drop
Minced meat vegetarian based on soya unprepared fortified w iron and vitamin B12 De Vegetarische Slager,per 100g,"0,5",24,125,"0,02","0,04","0,024","0,5",0,"0,5",0.0,0.0,140.0,7,110.0,270.0,850.0,520.0,"0,96",Substitudes
Chocolate filled w caramel Rolo,per 100g,"20,4","4,4",477,"0,05","0,18","0,022","0,3",0,"0,7",1.0,78.0,84.0,"1,6",26.0,105.0,206.0,120.0,"0,56",Drop
Pork rolled (processed meat product),per 100g,"5,1","19,7",129,"0,66","0,14","0,109","0,42","0,1","0,2",25.0,1.0,8.0,"0,7",22.0,150.0,478.0,969.0,"1,7",Meat
Cracker mini unflavoured,per 100g,"12,9","10,9",442,"0,23","0,05","0,03",0,0,"1,3",0.0,0.0,110.0,"1,7",25.0,110.0,120.0,625.0,"0,7",Bread
Cracker mini flavoured,per 100g,"12,6","10,4",435,"0,23","0,05","0,03",0,0,"1,3",0.0,0.0,110.0,"1,7",25.0,110.0,120.0,1026.0,"0,7",Bread
Potatoes slices/parts frozen w spices unprepared,per 100g,"3,8","2,5",134,"0,12","0,04","0,291",0,0,"1,5",13.0,1.0,6.0,"0,5",22.0,58.0,350.0,201.0,"0,36",Bread
Tapenade tomato,per 100g,"24,7","3,1",291,"0,1","0,19","0,173",0,0,"9,4",21.0,52.0,25.0,"1,3",41.0,71.0,791.0,960.0,"0,41",Drop
Rice drink wo sugar,per 100g,1,"0,3",65,"0,01","0,01","0,005",0,0,"0,6",0.0,0.0,4.0,0,2.0,6.0,11.0,30.0,"0,04",Substitudes
Aioli,per 100g,"78,6","1,5",726,"0,02","0,03","0,006",0,"0,2","17,5",0.0,82.0,13.0,"0,5",2.0,48.0,27.0,432.0,"0,29",Drop
Crispbread Oerknack Bolletje,per 100g,"12,3",15,427,"0,2","0,1","0,12",0,0,"0,7",0.0,0.0,100.0,"2,3",70.0,225.0,250.0,408.0,"1,8",Bread
Crispbakes Dutch farmers type,per 100g,15,16,440,"0,63","0,12","0,346",0,0,7,0.0,0.0,43.0,3,161.0,337.0,477.0,220.0,"1,92",Bread
Walnuts salted,per 100g,"68,1","15,9",706,"0,37","0,11","0,417",0,0,"3,1",0.0,4.0,117.0,"3,4",196.0,521.0,532.0,400.0,"3,4",Nuts
Nuts macadamia salted,per 100g,"76,1","7,8",753,"0,71","0,09","0,359",0,0,"0,6",1.0,0.0,70.0,"2,7",118.0,198.0,363.0,384.0,"1,29",Nuts
Pistachio nuts unsalted,per 100g,"48,3","23,8",592,"0,64","0,15","1,168",0,0,"4,8",0.0,23.0,131.0,"4,3",136.0,598.0,871.0,6.0,"2,9",Nuts
Almonds w skin salted,per 100g,"53,4","25,4",622,"0,18","0,91","0,11",0,0,"25,8",0.0,0.0,248.0,3,232.0,416.0,668.0,201.0,"2,85",Nuts
Drink almond w sugar fortified w calcium and vitamins,per 100g,"1,1","0,4",23,"0,01","0,21","0,005","0,38","0,7","1,8",0.0,0.0,119.0,"0,1",5.0,11.0,26.0,50.0,"0,06",Substitudes
Drink almond unsweetened fortified w calcium and vitamins,per 100g,"1,1","0,3",13,"0,01","0,23","0,005","0,41","0,8","2,6",0.0,0.0,86.0,0,3.0,18.0,14.0,59.0,"0,03",Substitudes
Kiwi fruit av,per 100g,"0,6",1,64,"0,01","0,04","0,075",0,0,"1,4",98.0,5.0,26.0,"0,4",13.0,31.0,313.0,3.0,"0,17",Fruits
Guacamole,per 100g,"14,5","1,7",153,"0,09","0,11","0,258","0,01",0,"2,1",7.0,35.0,18.0,"0,4",21.0,45.0,366.0,240.0,"0,49",Drop
Icing (sugar),per 100g,0,0,354,0,0,0,0,0,0,0.0,0.0,1.0,"0,1",2.0,0.0,3.0,4.0,"0,01",Drop
Breakfast cereal cornflakes Plus/1 de Beste,per 100g,"1,1",8,381,"1,4","1,6",2,1,0,10,0.0,0.0,5.0,7,10.0,50.0,100.0,800.0,"0,2",Bread
Butter product melange salted,per 100g,"74,3","0,7",675,"0,01","0,04","0,004","0,22","0,2","5,7",0.0,611.0,26.0,"0,1",3.0,27.0,36.0,440.0,"0,11",Fats
Breakfast cereal Choco moons Crownfield,per 100g,"3,3","11,7",382,"0,25","0,1","0,23",0,0,"0,1",0.0,0.0,28.0,"2,9",109.0,254.0,256.0,260.0,"2,14",Bread
Breakfast cereal Honey hoops Crownfield,per 100g,"2,2","6,3",379,"0,29","0,07","0,241",0,0,0,0.0,0.0,26.0,"2,4",79.0,227.0,227.0,272.0,"1,56",Bread
Breakfast cereal Chocoschelpjes G'woon,per 100g,"4,8","9,5",402,"0,9","1,1","1,1",2,0,"2,3",0.0,0.0,26.0,7,41.0,105.0,366.0,352.0,"0,9",Bread
Breakfast cereal Choco chocos Plus,per 100g,"3,1","8,3",392,"0,9","1,1","1,1",2,0,"1,7",0.0,0.0,21.0,7,43.0,104.0,313.0,320.0,"1,06",Bread
Fruit drink concentrate w sweetener Karvan Cevitam,per 100g,0,"0,2",25,0,0,"0,672",0,0,"5,8",38.0,0.0,7.0,"0,1",3.0,5.0,70.0,67.0,"0,02",Drop
Rice cakes puffed w fruit flavour Organix,per 100g,"1,1","6,8",390,"0,83","0,02","0,128",0,0,"0,6",0.0,0.0,14.0,"0,7",100.0,243.0,228.0,2.0,"1,5",Bread
Tzatziki,per 100g,"13,4",4,156,"0,02","0,12","0,037","0,15",0,"3,1",1.0,81.0,88.0,"0,1",10.0,77.0,137.0,385.0,"0,37",Drop
Cake madeleine cake bars Lotus,per 100g,"21,4","6,2",424,"0,04","0,1","0,058","0,38","2,3","6,6",0.0,249.0,22.0,"0,9",9.0,87.0,75.0,328.0,"0,57",Drop
Biscuit spiced small Kruidnoten,per 100g,"11,8","5,8",442,"0,07","0,03","0,027",0,0,"2,4",0.0,0.0,48.0,1,20.0,180.0,411.0,614.0,"0,59",Drop
Chocolate extra dark,per 100g,"45,4","9,2",578,"0,07","0,09","0,018","0,29",0,"1,3",1.0,6.0,50.0,"3,2",89.0,150.0,400.0,16.0,"1,3",Drop
Bakery mix for pancakes multigrain,per 100g,"1,5","11,3",340,"0,17","0,07","0,189",0,0,"0,7",0.0,0.0,25.0,"1,8",51.0,183.0,184.0,795.0,"1,32",Bread
Ice cream dairy w caramel and nuts,per 100g,"12,3","3,2",243,"0,03","0,22","0,038","0,35",0,"0,7",0.0,144.0,99.0,"0,1",16.0,89.0,174.0,110.0,"0,41",Dairy
Pecannuts oil roasted salted,per 100g,"75,2","9,2",750,"0,47","0,11","0,187",0,0,"5,1",1.0,12.0,67.0,"2,5",121.0,263.0,392.0,272.0,"4,53",Nuts
"Rice white boiled w candied fruit, nuts and seeds",per 100g,"6,3","5,6",206,"0,1","0,04","0,089",0,0,"2,2",0.0,7.0,26.0,"0,9",59.0,138.0,159.0,7.0,"1,33",Bread
Minced meat ball pork raw w egg and breadcrumbs,per 100g,"10,1","19,2",189,"0,56","0,17","0,387","0,65","0,4","0,9",17.0,18.0,10.0,1,24.0,201.0,369.0,212.0,"2,14",Meat
Breakfast cereal honey loops 1 de Beste,per 100g,"3,1","9,7",374,"0,88","1,12","1,12",2,0,1,0.0,0.0,34.0,7,75.0,229.0,241.0,220.0,"1,59",Bread
Sausage dried metworst,per 100g,"42,5","22,3",484,"0,27","0,12","0,165","0,92","0,9","0,5",9.0,18.0,29.0,"1,5",16.0,169.0,249.0,1379.0,"2,34",Meat
Beans black eyed canned,per 100g,"0,9","7,8",126,"0,06","0,04","0,028",0,0,"0,3",2.0,0.0,51.0,"1,7",43.0,105.0,184.0,100.0,"1,18",Vegetables
Beans brown boiled,per 100g,"0,7","6,1",108,"0,11","0,04","0,024",0,0,"0,1",0.0,0.0,44.0,"2,3",40.0,113.0,309.0,2.0,"0,71",Vegetables
Lentils brown canned,per 100g,"0,8","7,6",112,"0,06","0,05","0,036",0,0,"0,6",6.0,3.0,39.0,"2,3",23.0,98.0,161.0,109.0,1,Vegetables
Beans cannellini canned,per 100g,"1,1","7,1",113,"0,04","0,05","0,025",0,0,"0,1",0.0,0.0,69.0,"2,7",43.0,129.0,305.0,106.0,"0,93",Vegetables
Beans chilli canned,per 100g,"0,8","6,3",106,"0,09","0,06","0,027",0,0,"0,4",0.0,11.0,43.0,"1,6",36.0,105.0,383.0,283.0,"0,66",Vegetables
Peas marrowfat young canned,per 100g,"0,7","5,7",93,"0,09","0,06","0,028",0,0,"0,2",3.0,66.0,37.0,"1,2",24.0,96.0,175.0,132.0,"0,82",Vegetables
Beans kidney red boiled,per 100g,"0,7","8,3",115,"0,08","0,05","0,036",0,0,"0,2",0.0,0.0,60.0,"2,3",52.0,167.0,446.0,2.0,"1,26",Vegetables
Lentils red boiled,per 100g,"0,6","7,7",110,"0,19","0,05","0,046",0,0,"0,4",0.0,1.0,12.0,"2,6",27.0,124.0,295.0,2.0,"1,37",Vegetables
Beans white boiled,per 100g,1,"7,8",113,"0,11","0,04","0,038",0,0,"0,2",0.0,0.0,65.0,2,48.0,138.0,367.0,2.0,"1,05",Vegetables
Beans black canned,per 100g,1,"7,9",113,"0,07","0,04","0,025",0,0,"0,2",0.0,1.0,74.0,"2,2",42.0,117.0,349.0,95.0,"1,03",Vegetables
Soup split pea w meat,per 100g,3,"4,9",77,"0,1","0,03","0,025","0,08",0,"0,2",1.0,101.0,16.0,"1,1",15.0,59.0,169.0,166.0,"0,44",Drop
Meatball Berenklauw deep-fried in liquid fat,per 100g,"16,7","10,4",214,"0,16","0,09","0,203","0,64","0,3","0,3",6.0,15.0,15.0,"0,8",13.0,105.0,218.0,658.0,"1,74",Drop
Chicken sticks breaded deep-fried in liquid fat,per 100g,"29,7","11,5",382,"0,06","0,1","0,152","0,12",0,"2,2",0.0,0.0,7.0,"0,5",12.0,97.0,142.0,640.0,"0,91",Drop
Fat chicken,per 100g,100,0,900,0,0,0,0,0,0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,"0,5",Fats
Oil palmkernel,per 100g,"99,9",0,899,0,0,0,0,0,"28,8",0.0,0.0,0.0,"0,4",0.0,0.0,0.0,0.0,0,Fats
Toddler formula Nutrilon 6 p 100 ml,per 100ml,"1,7","1,2",46,"0,04","0,21","0,055","0,37","2,9","0,9",14.0,63.0,110.0,"1,1",9.0,88.0,115.0,18.0,"0,82",Drop
Infant formula Hero Baby Nutrasense Standaard 1 p 100 ml,per 100ml,"3,5","1,3",66,"0,05","0,09","0,052","0,23","1,2","0,9",11.0,50.0,44.0,"0,4",4.0,26.0,60.0,16.0,"0,4",Drop
Toddler formula Hero Baby Nutrasense Standaard 2 p 100 ml,per 100ml,"2,9","1,4",70,"0,07","0,13","0,043","0,21","1,3","0,9",13.0,70.0,60.0,"1,2",8.0,36.0,82.0,24.0,"0,7",Drop
Toddler formula Hero Baby Nutrasense 3 p 100 ml,per 100ml,"2,6","1,3",62,"0,07","0,12","0,043","0,19","1,5","0,8",11.0,61.0,108.0,1,7.0,60.0,83.0,24.0,"0,67",Drop
Toddler formula Hero Baby Nutrasense 4 p 100 ml,per 100ml,"2,1","1,1",50,"0,05","0,09","0,035","0,15","1,2","0,7",9.0,50.0,88.0,"0,8",5.0,49.0,67.0,19.0,"0,54",Drop
Infant formula Hipp Biologisch Combiotik 1 p 100 ml,per 100ml,"3,5","1,3",66,"0,06","0,1","0,04","0,15","1,2","0,9",10.0,70.0,50.0,"0,5",5.0,27.0,70.0,20.0,"0,5",Drop
Toddler formula Hipp Biologisch Combiotik 2 p 100 ml,per 100ml,"3,5","1,5",70,"0,06","0,14","0,04","0,15","1,2",1,10.0,70.0,73.0,1,6.0,43.0,80.0,20.0,"0,5",Drop
Toddler formula Hipp Biologisch Combiotik 3 p 100 ml,per 100ml,3,"1,4",66,"0,06","0,12","0,04","0,2","1,3","1,2",10.0,70.0,80.0,"1,2",7.0,44.0,80.0,20.0,"0,7",Drop
Infant formula Jumbo Standaard 1 p 100 ml,per 100ml,"3,4","1,4",67,"0,05","0,12","0,04","0,2","1,2","1,1",11.0,60.0,51.0,"0,5",6.0,29.0,71.0,21.0,"0,5",Drop
Toddler formula Jumbo Standaard 2 p 100 ml,per 100ml,3,"1,4",69,"0,05","0,12","0,039","0,2","1,4","1,2",10.0,66.0,60.0,1,6.0,34.0,72.0,20.0,"0,5",Drop
Toddler formula Jumbo Standaard 3 p 100 ml,per 100ml,"3,1","1,5",70,"0,05","0,13","0,039","0,2","1,5","1,2",10.0,67.0,65.0,1,6.0,39.0,79.0,23.0,"0,5",Drop
Toddler formula Jumbo Standaard 4 p 100 ml,per 100ml,"2,8","1,5",66,"0,05","0,13","0,04","0,2","1,7","1,2",15.0,65.0,92.0,"1,2",6.0,46.0,76.0,24.0,"0,9",Drop
Toddler formula Jumbo Standaard 5 p 100 ml,per 100ml,"2,5","1,2",62,"0,04","0,12","0,035","0,2","1,8","1,1",17.0,69.0,75.0,"1,2",5.0,35.0,62.0,20.0,"0,9",Drop
Infant formula Albert Heijn Standaard 1 p 100 ml,per 100ml,"3,5","1,4",66,"0,06","0,1","0,058","0,19","1,1",1,13.0,64.0,45.0,"0,7",5.0,28.0,67.0,19.0,"0,58",Drop
Toddler formula Albert Heijn Standaard 2 p 100 ml,per 100ml,"2,9","1,6",65,"0,06","0,11","0,061","0,2","1,1","1,1",14.0,68.0,74.0,"1,1",7.0,47.0,81.0,27.0,"0,81",Drop
Toddler formula Albert Heijn Standaard 3 p 100 ml,per 100ml,3,"1,9",69,"0,07","0,12","0,065","0,22","1,2","1,2",15.0,73.0,81.0,1,9.0,51.0,96.0,32.0,"0,8",Drop
Toddler formula Albert Heijn Standaard 4 p 100 ml,per 100ml,3,"1,6",69,"0,07","0,12","0,065","0,15","1,2","1,2",11.0,65.0,76.0,1,4.0,41.0,65.0,19.0,"0,58",Drop
Infant formula Albert Heijn Biologisch Standaard 1 p 100 ml,per 100ml,"3,6","1,5",67,"0,06","0,1","0,052","0,16",1,1,13.0,59.0,49.0,"0,8",7.0,33.0,72.0,26.0,"0,62",Drop
